TIMESTAMP,RECORD,BattV,calibrated_wind_speed
2025-01-30 15:58:00,27087.0,12.7,5.139
2025-01-30 15:59:00,27088.0,12.7,5.637
2025-01-30 16:00:00,27089.0,12.7,5.53
2025-01-30 16:01:00,27090.0,12.7,5.755
2025-01-30 16:02:00,27091.0,12.7,5.945
2025-01-30 16:03:00,27092.0,12.7,5.544
2025-01-30 16:04:00,27093.0,12.7,6.056
2025-01-30 16:05:00,27094.0,12.7,5.982
2025-01-30 16:06:00,27095.0,12.7,6.387
2025-01-30 16:07:00,27096.0,12.7,6.644
2025-01-30 16:08:00,27097.0,12.7,6.323
2025-01-30 16:09:00,27098.0,12.7,6.702
